Player,Predicted Points,Position,Team,Play Probability,Opponent Team,Price,At_Home,Season,Gw,FirstName
Michael Hector,0.005424547,DEF,Fulham,1,Aston Villa,4.1,FALSE,2021,30,Hector
Jack Robinson,0.005424547,DEF,Sheffield United,0,Leeds,4.2,FALSE,2021,30,Jack Robinson
Yan Valery,0.004301313,DEF,Southampton,0,Burnley,4.7,TRUE,2021,30,Valery
Oskar Buur,0.001736399,DEF,Wolverhampton Wanderers,0,West Ham United,3.9,TRUE,2021,30,Buur
Fikayo Tomori,0.001736399,DEF,Chelsea,0,West Bromwich Albion,4.7,TRUE,2021,30,Tomori
Jarrad Branthwaite,0.001736399,DEF,Everton,0,Crystal Palace,3.9,TRUE,2021,30,Branthwaite
Robin Koch,0.001736399,DEF,Leeds,1,Sheffield United,4.3,TRUE,2021,30,Koch
Konstantinos Tsimikas,0.001075095,DEF,Liverpool,1,Arsenal,4.9,FALSE,2021,30,Tsimikas
Leif Davis,0.00105611,DEF,Leeds,0.75,Sheffield United,3.9,TRUE,2021,30,Davis
Kelland Watts,0.00105611,DEF,Newcastle United,0,Tottenham Hotspur,3.9,TRUE,2021,30,Watts
FrÃ©dÃ©ric Guilbert,-0.000343996,DEF,Aston Villa,0,Fulham,4.3,TRUE,2021,30,Guilbert
James Bree,-0.000343996,DEF,Aston Villa,0,Fulham,4.5,TRUE,2021,30,Bree
Oliver Casey,-0.000343996,DEF,Leeds,1,Sheffield United,3.9,TRUE,2021,30,Casey
Barry Douglas,-0.000343996,DEF,Leeds,0,Sheffield United,3.8,TRUE,2021,30,Douglas
Hugo Bueno,-0.000343996,DEF,Wolverhampton Wanderers,1,West Ham United,4,TRUE,2021,30,Bueno
Teden Mengi,-0.000343996,DEF,Manchester United,0,Brighton and Hove Albion,3.9,TRUE,2021,30,Mengi
JosÃ© Diogo Dalot Teixeira,-0.000343996,DEF,Manchester United,0,Brighton and Hove Albion,4.8,TRUE,2021,30,Dalot
RÃºben GonÃ§alo Silva Nascimento Vinagre,-0.000343996,DEF,Wolverhampton Wanderers,0,West Ham United,4.1,TRUE,2021,30,Vinagre
Charlie Cresswell,-0.000343996,DEF,Leeds,1,Sheffield United,4,TRUE,2021,30,Cresswell
Nigel Lonwijk,-0.000343996,DEF,Wolverhampton Wanderers,1,West Ham United,4,TRUE,2021,30,Lonwijk
Christian Marques,-0.000343996,DEF,Wolverhampton Wanderers,1,West Ham United,3.9,TRUE,2021,30,Marques
Lewis Richards,-0.000343996,DEF,Wolverhampton Wanderers,1,West Ham United,4,TRUE,2021,30,Richards
William Saliba,-0.000343996,DEF,Arsenal,0,Liverpool,4,TRUE,2021,30,Saliba
Gaetano Berardi,-0.000343996,DEF,Leeds,1,Sheffield United,4,TRUE,2021,30,Berardi
Vontae Daley-Campbell,-0.000343996,DEF,Leicester City,1,Manchester City,4,TRUE,2021,30,Daley-Campbell
Filip Benkovic,-0.000343996,DEF,Leicester City,0,Manchester City,4.3,TRUE,2021,30,Benkovic
Fabian SchÃ¤r,-0.000343996,DEF,Newcastle United,0,Tottenham Hotspur,4.9,TRUE,2021,30,SchÃ¤r
Kyle John,-0.000343996,DEF,Everton,1,Crystal Palace,4,TRUE,2021,30,John
Federico FernÃ¡ndez,-0.000343996,DEF,Newcastle United,1,Tottenham Hotspur,4.7,TRUE,2021,30,FernÃ¡ndez
Ryan Astley,-0.000343996,DEF,Everton,1,Crystal Palace,4,TRUE,2021,30,Astley
Max Lowe,-0.001021473,DEF,Sheffield United,1,Leeds,4.3,FALSE,2021,30,Lowe
Jimmy Dunne,-0.002360002,DEF,Burnley,1,Southampton,3.8,FALSE,2021,30,Dunne
Juan Foyth,-0.002360002,DEF,Tottenham Hotspur,0,Newcastle United,4.3,FALSE,2021,30,Foyth
Tariq Lamptey,-0.002360002,DEF,Brighton and Hove Albion,0,Manchester United,4.6,FALSE,2021,30,Lamptey
Ahmed El-Sayed Hegazy,-0.003040289,DEF,West Bromwich Albion,0,Chelsea,4.1,FALSE,2021,30,Hegazi
Cameron Carter-Vickers,-0.004440395,DEF,Tottenham Hotspur,0,Newcastle United,3.9,FALSE,2021,30,Carter-Vickers
Nathan AkÃ©,-0.004440395,DEF,Manchester City,1,Leicester City,5.4,FALSE,2021,30,AkÃ©
NicolÃ¡s Otamendi,-0.004440395,DEF,Manchester City,0,Leicester City,4.9,FALSE,2021,30,Otamendi
Zeze Steven Sessegnon,-0.004440395,DEF,Fulham,0,Aston Villa,4.3,FALSE,2021,30,Sessegnon
Jamal Baptiste,-0.004440395,DEF,West Ham United,1,Wolverhampton Wanderers,4,FALSE,2021,30,Baptiste
Frederik Alves,-0.004440395,DEF,West Ham United,1,Wolverhampton Wanderers,4,FALSE,2021,30,Alves
Luke Mbete,-0.004440395,DEF,Manchester City,1,Leicester City,4,FALSE,2021,30,Mbete
Bobby Thomas,-0.004440395,DEF,Burnley,0,Southampton,3.9,FALSE,2021,30,Thomas
Taylor Harwood-Bellis,-0.004440395,DEF,Manchester City,0,Leicester City,4,FALSE,2021,30,Harwood-Bellis
Cedric Kipre,-0.004440395,DEF,West Bromwich Albion,0,Chelsea,4.3,FALSE,2021,30,Kipre
MartÃ­n Montoya,-0.004440395,DEF,Brighton and Hove Albion,0,Manchester United,4.5,FALSE,2021,30,Montoya
Matthew Clarke,-0.004440395,DEF,Brighton and Hove Albion,0,Manchester United,4.4,FALSE,2021,30,Clarke
Michal Karbownik,-0.004440395,DEF,Brighton and Hove Albion,1,Manchester United,4.5,FALSE,2021,30,Karbownik
FabiÃ¡n Balbuena,-0.004440395,DEF,West Ham United,1,Wolverhampton Wanderers,4.2,FALSE,2021,30,Balbuena
Anthony Driscoll-Glennon,-0.004440395,DEF,Burnley,1,Southampton,3.9,FALSE,2021,30,Driscoll-Glennon
Reece Hannam,-0.004440395,DEF,Crystal Palace,1,Everton,4,FALSE,2021,30,Hannam
Kyron Gordon,-0.004440395,DEF,Sheffield United,1,Leeds,4,FALSE,2021,30,Gordon
Ryan Inniss,-0.004440395,DEF,Crystal Palace,0,Everton,4,FALSE,2021,30,Inniss
Sam Woods,-0.004440395,DEF,Crystal Palace,0,Everton,4,FALSE,2021,30,Woods
Nathan Ferguson,-0.004440395,DEF,Crystal Palace,0.5,Everton,3.8,FALSE,2021,30,Ferguson
Richard Nartey,-0.004440395,DEF,Burnley,1,Southampton,4,FALSE,2021,30,Nartey
Shane Duffy,-0.009759504,DEF,Brighton and Hove Albion,0,Manchester United,4.3,FALSE,2021,30,Duffy
Thiago Thiago,-0.010094631,DEF,Chelsea,0,West Bromwich Albion,5.6,TRUE,2021,30,Thiago Silva
Jake Vokins,-0.010132805,DEF,Southampton,0,Burnley,3.9,TRUE,2021,30,Vokins
Allan Tchaptchet,-0.010132805,DEF,Southampton,1,Burnley,4,TRUE,2021,30,Tchaptchet
Kayne Ramsay,-0.010132805,DEF,Southampton,1,Burnley,4,TRUE,2021,30,Ramsay
Shkodran Mustafi,-0.022310823,DEF,Arsenal,0,Liverpool,5,TRUE,2021,30,Mustafi
Joe Rodon,-0.027610723,DEF,Tottenham Hotspur,1,Newcastle United,5,FALSE,2021,30,Rodon
Ryan Fredericks,-0.032202393,DEF,West Ham United,0.5,Wolverhampton Wanderers,4.2,FALSE,2021,30,Fredericks
Axel Tuanzebe,-0.034500983,DEF,Manchester United,1,Brighton and Hove Albion,4.1,TRUE,2021,30,Tuanzebe
Joel Matip,-0.047750335,DEF,Liverpool,0,Arsenal,5.4,FALSE,2021,30,Matip
Brandon Williams,-0.08968122,DEF,Manchester United,1,Brighton and Hove Albion,4.2,TRUE,2021,30,Williams
Max Kilman,-0.09687066,DEF,Wolverhampton Wanderers,1,West Ham United,4,TRUE,2021,30,Kilman
James Justin,-0.097275615,DEF,Leicester City,0,Manchester City,4.9,TRUE,2021,30,Justin
Bruno Miguel Borges Fernandes,8.421716,MID,Manchester United,1,Brighton and Hove Albion,11.5,TRUE,2021,30,Fernandes
Ademola Lookman,5.2147045,MID,Fulham,1,Aston Villa,5.1,FALSE,2021,30,Lookman
Pedro Lomba Neto,4.6187997,MID,Wolverhampton Wanderers,1,West Ham United,5.7,TRUE,2021,30,Neto
Ruben Diogo da Silva Neves,4.372907,MID,Wolverhampton Wanderers,1,West Ham United,5.1,TRUE,2021,30,Neves
Marcus Rashford,4.349117,MID,Manchester United,1,Brighton and Hove Albion,9.5,TRUE,2021,30,Rashford
Mohamed Salah,4.31421,MID,Liverpool,1,Arsenal,12.4,FALSE,2021,30,Salah
Riyad Mahrez,4.274845,MID,Manchester City,1,Leicester City,8.1,FALSE,2021,30,Mahrez
Joseph Willock,4.191232,MID,Newcastle United,1,Tottenham Hotspur,4.7,TRUE,2021,30,Willock
Mason Mount,4.0785885,MID,Chelsea,1,West Bromwich Albion,7,TRUE,2021,30,Mount
Heung-Min Son,3.8972611,MID,Tottenham Hotspur,0.25,Newcastle United,9.5,FALSE,2021,30,Son
Gareth Bale,3.8749852,MID,Tottenham Hotspur,1,Newcastle United,9.6,FALSE,2021,30,Bale
John Lundstram,3.7773895,MID,Sheffield United,1,Leeds,4.9,FALSE,2021,30,Lundstram
Jorge Luiz Frello Filho,3.7362754,MID,Chelsea,1,West Bromwich Albion,4.7,TRUE,2021,30,Jorginho
Pascal GroÃŸ,3.7079322,MID,Brighton and Hove Albion,1,Manchester United,5.8,FALSE,2021,30,GroÃŸ
Matheus Pereira,3.7043612,MID,West Bromwich Albion,1,Chelsea,5.3,FALSE,2021,30,Pereira
Jairo Riedewald,3.6980624,MID,Crystal Palace,1,Everton,4.4,FALSE,2021,30,Riedewald
Jesse Lingard,3.5936468,MID,West Ham United,1,Wolverhampton Wanderers,6.1,FALSE,2021,30,Lingard
Youri Tielemans,3.5792968,MID,Leicester City,1,Manchester City,6.5,TRUE,2021,30,Tielemans
Wilfried Zaha,3.4940548,MID,Crystal Palace,1,Everton,7.1,FALSE,2021,30,Zaha
Diogo Jota,3.4672017,MID,Liverpool,1,Arsenal,6.6,FALSE,2021,30,Jota
Eberechi Eze,3.4366393,MID,Crystal Palace,1,Everton,5.8,FALSE,2021,30,Eze
John McGinn,3.3756933,MID,Aston Villa,1,Fulham,5.5,TRUE,2021,30,McGinn
Scott McTominay,3.320885,MID,Manchester United,1,Brighton and Hove Albion,4.9,TRUE,2021,30,McTominay
Tomas Soucek,3.28778,MID,West Ham United,1,Wolverhampton Wanderers,5.3,FALSE,2021,30,Soucek
Martin Ã˜degaard,3.2619815,MID,Arsenal,1,Liverpool,6,TRUE,2021,30,Ã˜degaard
AndrÃ© Filipe Tavares Gomes,3.2619815,MID,Everton,1,Crystal Palace,5.3,TRUE,2021,30,AndrÃ© Gomes
JoÃ£o Filipe Iria Santos Moutinho,3.239672,MID,Wolverhampton Wanderers,1,West Ham United,5.2,TRUE,2021,30,Moutinho
Adama TraorÃ©,3.239672,MID,Wolverhampton Wanderers,1,West Ham United,6,TRUE,2021,30,TraorÃ©
James Ward-Prowse,3.2259474,MID,Southampton,1,Burnley,5.9,TRUE,2021,30,Ward-Prowse
Isaac Hayden,3.2259119,MID,Newcastle United,1,Tottenham Hotspur,4.6,TRUE,2021,30,Hayden
Sadio ManÃ©,3.1579611,MID,Liverpool,1,Arsenal,11.8,FALSE,2021,30,ManÃ©
Leandro Trossard,3.120371,MID,Brighton and Hove Albion,1,Manchester United,5.8,FALSE,2021,30,Trossard
Pierre-Emile HÃ¸jbjerg,3.0914347,MID,Tottenham Hotspur,1,Newcastle United,4.9,FALSE,2021,30,HÃ¸jbjerg
Cheikhou KouyatÃ©,3.0914347,MID,Crystal Palace,1,Everton,4.8,FALSE,2021,30,KouyatÃ©
Ibrahima Diallo,3.0750082,MID,Southampton,1,Burnley,4.5,TRUE,2021,30,Diallo
Dwight McNeil,3.0743232,MID,Burnley,1,Southampton,5.7,FALSE,2021,30,McNeil
Thomas Partey,3.0288448,MID,Arsenal,1,Liverpool,4.9,TRUE,2021,30,Partey
Frederico Rodrigues de Paula Santos,3.0177603,MID,Manchester United,1,Brighton and Hove Albion,5.3,TRUE,2021,30,Fred
Jonjo Shelvey,2.9696681,MID,Newcastle United,1,Tottenham Hotspur,5.3,TRUE,2021,30,Shelvey
Stuart Armstrong,2.9348516,MID,Southampton,1,Burnley,5.5,TRUE,2021,30,Armstrong
Kevin De Bruyne,2.934277,MID,Manchester City,1,Leicester City,11.9,FALSE,2021,30,De Bruyne
Lucas Rodrigues Moura da Silva,2.9143105,MID,Tottenham Hotspur,1,Newcastle United,6.6,FALSE,2021,30,Lucas Moura
N'Golo KantÃ©,2.8678837,MID,Chelsea,1,West Bromwich Albion,4.9,TRUE,2021,30,KantÃ©
Daniel James,2.8656726,MID,Manchester United,1,Brighton and Hove Albion,6.2,TRUE,2021,30,James
Ruben Loftus-Cheek,2.8649485,MID,Fulham,1,Aston Villa,5.9,FALSE,2021,30,Loftus-Cheek
Nathan Redmond,2.8090396,MID,Southampton,1,Burnley,6.4,TRUE,2021,30,Redmond
Tyler Roberts,2.779738,MID,Leeds,1,Sheffield United,4.6,TRUE,2021,30,Roberts
Tanguy Ndombele,2.743207,MID,Tottenham Hotspur,1,Newcastle United,5.9,FALSE,2021,30,Ndombele
Okay Yokuslu,2.7334673,MID,West Bromwich Albion,1,Chelsea,4.5,FALSE,2021,30,Yokuslu
Raphael Dias Belloli,2.69849,MID,Leeds,1,Sheffield United,5.6,TRUE,2021,30,Raphinha
Wilfred Ndidi,2.6868234,MID,Leicester City,1,Manchester City,4.8,TRUE,2021,30,Ndidi
Declan Rice,2.6749177,MID,West Ham United,1,Wolverhampton Wanderers,4.7,FALSE,2021,30,Rice
Pierre-Emerick Aubameyang,2.663566,MID,Arsenal,1,Liverpool,11.5,TRUE,2021,30,Aubameyang
Ashley Westwood,2.633549,MID,Burnley,1,Southampton,5.3,FALSE,2021,30,Westwood
Bernardo Mota Veiga de Carvalho e Silva,2.594076,MID,Manchester City,1,Leicester City,7.4,FALSE,2021,30,Bernardo Silva
Kalvin Phillips,2.5328858,MID,Leeds,1,Sheffield United,4.9,TRUE,2021,30,Phillips
Luka Milivojevic,2.4954965,MID,Crystal Palace,1,Everton,5.6,FALSE,2021,30,Milivojevic
Leander Dendoncker,2.492196,MID,Wolverhampton Wanderers,1,West Ham United,4.6,TRUE,2021,30,Dendoncker
Thiago AlcÃ¡ntara do Nascimento,2.4798107,MID,Liverpool,1,Arsenal,5.5,FALSE,2021,30,Thiago
Josh Brownhill,2.4710479,MID,Burnley,1,Southampton,4.9,FALSE,2021,30,Brownhill
Yves Bissouma,2.3760476,MID,Brighton and Hove Albion,1,Manchester United,4.4,FALSE,2021,30,Bissouma
Granit Xhaka,2.3477924,MID,Arsenal,1,Liverpool,5.2,TRUE,2021,30,Xhaka
Harrison Reed,2.2593498,MID,Fulham,1,Aston Villa,4.4,FALSE,2021,30,Reed
Georginio Wijnaldum,2.2480228,MID,Liverpool,1,Arsenal,5.3,FALSE,2021,30,Wijnaldum
Oliver Norwood,2.0676777,MID,Sheffield United,1,Leeds,4.5,FALSE,2021,30,Norwood
John Fleck,1.9966794,MID,Sheffield United,1,Leeds,5.6,FALSE,2021,30,Fleck
Willian Borges Da Silva,1.8917621,MID,Arsenal,0.75,Liverpool,7.5,TRUE,2021,30,Willian
Allan Marques Loureiro,1.8878145,MID,Everton,1,Crystal Palace,5.2,TRUE,2021,30,Allan
Nemanja Matic,1.8591332,MID,Manchester United,1,Brighton and Hove Albion,4.7,TRUE,2021,30,Matic
Takumi Minamino,1.8046157,MID,Southampton,1,Burnley,6,TRUE,2021,30,Minamino
Callum Hudson-Odoi,1.7865008,MID,Chelsea,1,West Bromwich Albion,5.7,TRUE,2021,30,Hudson-Odoi
Andros Townsend,1.7626408,MID,Crystal Palace,1,Everton,5.5,FALSE,2021,30,Townsend
Mason Greenwood,1.7025145,MID,Manchester United,1,Brighton and Hove Albion,7,TRUE,2021,30,Greenwood
Anwar El Ghazi,1.7021087,MID,Aston Villa,1,Fulham,5.3,TRUE,2021,30,El Ghazi
Bamidele Alli,1.6559298,MID,Tottenham Hotspur,1,Newcastle United,7.4,FALSE,2021,30,Alli
Emile Smith Rowe,1.6445448,MID,Arsenal,1,Liverpool,4.2,TRUE,2021,30,Smith Rowe
Jack Grealish,1.592893,MID,Aston Villa,0.5,Fulham,7.5,TRUE,2021,30,Grealish
Hakim Ziyech,1.5639107,MID,Chelsea,1,West Bromwich Albion,7.9,TRUE,2021,30,Ziyech
Gylfi Sigurdsson,1.5594199,MID,Everton,1,Crystal Palace,6.8,TRUE,2021,30,Sigurdsson
Christian Pulisic,1.555474,MID,Chelsea,1,West Bromwich Albion,8.2,TRUE,2021,30,Pulisic
Ryan Fraser,1.5263027,MID,Newcastle United,1,Tottenham Hotspur,5.6,TRUE,2021,30,Fraser
Jack Harrison,1.5090044,MID,Leeds,1,Sheffield United,5.4,TRUE,2021,30,Harrison
Alex Iwobi,1.4948248,MID,Everton,1,Crystal Palace,5.9,TRUE,2021,30,Iwobi
Ferran Torres,1.4943053,MID,Manchester City,1,Leicester City,6.9,FALSE,2021,30,Torres
Marc Albrighton,1.4939787,MID,Leicester City,1,Manchester City,5.2,TRUE,2021,30,Albrighton
Mahmoud Ahmed Ibrahim Hassan,1.4803102,MID,Aston Villa,1,Fulham,5.2,TRUE,2021,30,TrÃ©zÃ©guet
Pablo Fornals,1.4663968,MID,West Ham United,0.75,Wolverhampton Wanderers,5.9,FALSE,2021,30,Fornals
Jarrod Bowen,1.460666,MID,West Ham United,1,Wolverhampton Wanderers,5.9,FALSE,2021,30,Bowen
Curtis Jones,1.4578273,MID,Liverpool,1,Arsenal,4.4,FALSE,2021,30,Jones
Xherdan Shaqiri,1.4400127,MID,Liverpool,1,Arsenal,6.4,FALSE,2021,30,Shaqiri
James Milner,1.4398514,MID,Liverpool,1,Arsenal,5.3,FALSE,2021,30,Milner
Daniel Ceballos FernÃ¡ndez,1.4346375,MID,Arsenal,1,Liverpool,4.7,TRUE,2021,30,Ceballos
Johann Berg Gudmundsson,1.4327636,MID,Burnley,1,Southampton,5.4,FALSE,2021,30,Gudmundsson
Mario Lemina,1.4318938,MID,Fulham,1,Aston Villa,4.5,FALSE,2021,30,Lemina
Jacob Ramsey,1.3978946,MID,Aston Villa,1,Fulham,4.5,TRUE,2021,30,Ramsey
Ross Barkley,1.3749778,MID,Aston Villa,1,Fulham,5.9,TRUE,2021,30,Barkley
SaÃ¯d Benrahma,1.3252499,MID,West Ham United,1,Wolverhampton Wanderers,6,FALSE,2021,30,Benrahma
Manuel Lanzini,1.3152225,MID,West Ham United,1,Wolverhampton Wanderers,6.4,FALSE,2021,30,Lanzini
Moussa Sissoko,1.3140368,MID,Tottenham Hotspur,1,Newcastle United,4.7,FALSE,2021,30,Sissoko
Matt Phillips,1.308746,MID,West Bromwich Albion,1,Chelsea,5.1,FALSE,2021,30,Phillips
Nicolas PÃ©pÃ©,1.3052934,MID,Arsenal,1,Liverpool,7.6,TRUE,2021,30,PÃ©pÃ©
HÃ©lder Wander Sousa de Azevedo e Costa,1.3052934,MID,Leeds,1,Sheffield United,5,TRUE,2021,30,Costa
Raheem Sterling,1.2980261,MID,Manchester City,1,Leicester City,11.4,FALSE,2021,30,Sterling
Adam Lallana,1.2967087,MID,Brighton and Hove Albion,1,Manchester United,6.2,FALSE,2021,30,Lallana
Kai Havertz,1.2946957,MID,Chelsea,1,West Bromwich Albion,8.2,TRUE,2021,30,Havertz
Sidnei Tavares,1.2914184,MID,Leicester City,1,Manchester City,4.4,TRUE,2021,30,Tavares
Miguel AlmirÃ³n,1.2806793,MID,Newcastle United,0.75,Tottenham Hotspur,5.6,TRUE,2021,30,AlmirÃ³n
Bertrand TraorÃ©,1.2806793,MID,Aston Villa,0.75,Fulham,5.9,TRUE,2021,30,TraorÃ©
James Maddison,1.2774796,MID,Leicester City,0.5,Manchester City,7.1,TRUE,2021,30,Maddison
Oliver Burke,1.2432579,MID,Sheffield United,1,Leeds,4.1,FALSE,2021,30,Burke
Jacob Murphy,1.240501,MID,Newcastle United,1,Tottenham Hotspur,4.9,TRUE,2021,30,Murphy
Alex Oxlade-Chamberlain,1.2309172,MID,Liverpool,1,Arsenal,6.3,FALSE,2021,30,Chamberlain
Robbie Brady,1.2202758,MID,Burnley,1,Southampton,5,FALSE,2021,30,Brady
AndrÃ©-Frank Zambo Anguissa,1.1959058,MID,Fulham,1,Aston Villa,4.5,FALSE,2021,30,Anguissa
Bernard AnÃ­cio Caldeira Duarte,1.1737446,MID,Everton,1,Crystal Palace,5.7,TRUE,2021,30,Bernard
James RodrÃ­guez,1.1717185,MID,Everton,0.5,Crystal Palace,7.7,TRUE,2021,30,RodrÃ­guez
Ayoze Perez,1.1717185,MID,Leicester City,1,Manchester City,6,TRUE,2021,30,Perez
Ilkay Gundogan,1.1712917,MID,Manchester City,1,Leicester City,6.2,FALSE,2021,30,Gundogan
Phil Foden,1.1673065,MID,Manchester City,1,Leicester City,6.1,FALSE,2021,30,Foden
Marvelous Nakamba,1.1515441,MID,Aston Villa,1,Fulham,4.3,TRUE,2021,30,Nakamba
Mohamed Naser El Sayed Elneny,1.1505817,MID,Arsenal,1,Liverpool,4.2,TRUE,2021,30,Elneny
Rodrigo Hernandez,1.1421031,MID,Manchester City,1,Leicester City,5.3,FALSE,2021,30,Rodrigo
Jeffrey Schlupp,1.142,MID,Crystal Palace,1,Everton,5.3,FALSE,2021,30,Schlupp
Mateusz Klich,1.1382078,MID,Leeds,1,Sheffield United,5.2,TRUE,2021,30,Klich
Jeff Hendrick,1.1363078,MID,Newcastle United,1,Tottenham Hotspur,4.5,TRUE,2021,30,Hendrick
Bukayo Saka,1.1202562,MID,Arsenal,0.75,Liverpool,5.3,TRUE,2021,30,Saka
Naby Keita,1.1200604,MID,Liverpool,1,Arsenal,5.2,FALSE,2021,30,Keita
Nathan Tella,1.1170899,MID,Southampton,1,Burnley,4.3,TRUE,2021,30,Tella
Jakub Moder,1.1124905,MID,Brighton and Hove Albion,1,Manchester United,5,FALSE,2021,30,Moder
Morgan Sanson,1.1028266,MID,Aston Villa,1,Fulham,5.5,TRUE,2021,30,Sanson
Nampalys Mendy,1.1009693,MID,Leicester City,1,Manchester City,4.2,TRUE,2021,30,Mendy
Mateo Kovacic,1.0834403,MID,Chelsea,1,West Bromwich Albion,5.3,TRUE,2021,30,Kovacic
Matt Ritchie,1.0717539,MID,Newcastle United,1,Tottenham Hotspur,4.9,TRUE,2021,30,Ritchie
Davy Propper,1.070535,MID,Brighton and Hove Albion,1,Manchester United,4.8,FALSE,2021,30,Propper
Cengiz Ãœnder,1.0702305,MID,Leicester City,0.5,Manchester City,5.7,TRUE,2021,30,Ãœnder
Hamza Choudhury,1.0653191,MID,Leicester City,1,Manchester City,4.7,TRUE,2021,30,Choudhury
Mark Noble,1.0596378,MID,West Ham United,1,Wolverhampton Wanderers,4.5,FALSE,2021,30,Noble
Iliman Ndiaye,1.052736,MID,Sheffield United,1,Leeds,4.5,FALSE,2021,30,Ndiaye
Thakgalo Leshabela,1.0524316,MID,Leicester City,1,Manchester City,4.4,TRUE,2021,30,Leshabela
Alireza Jahanbakhsh,1.0480969,MID,Brighton and Hove Albion,1,Manchester United,5.4,FALSE,2021,30,Jahanbakhsh
Morgan Gibbs-White,1.0422671,MID,Wolverhampton Wanderers,1,West Ham United,4.9,TRUE,2021,30,Gibbs-White
Ivan Ricardo Neves Abreu Cavaleiro,1.0234774,MID,Fulham,1,Aston Villa,5.3,FALSE,2021,30,Cavaleiro
Jamie Shackleton,1.0219748,MID,Leeds,1,Sheffield United,4.8,TRUE,2021,30,Shackleton
Josh Onomah,1.0206399,MID,Fulham,1,Aston Villa,4.6,FALSE,2021,30,Onomah
Fabio Henrique Tavares,1.0181229,MID,Liverpool,1,Arsenal,5.4,FALSE,2021,30,Fabinho
Douglas Luiz Soares de Paulo,1.0142792,MID,Aston Villa,1,Fulham,4.8,TRUE,2021,30,Douglas Luiz
Tom Davies,1.0071211,MID,Everton,1,Crystal Palace,5.2,TRUE,2021,30,Davies
Grady Diangana,1.0009578,MID,West Bromwich Albion,1,Chelsea,5,FALSE,2021,30,Diangana
Moussa Djenepo,0.99459016,MID,Southampton,1,Burnley,5.4,TRUE,2021,30,Djenepo
Robert Snodgrass,0.9900501,MID,West Bromwich Albion,1,Chelsea,5.6,FALSE,2021,30,Snodgrass
Ben Osborn,0.9843043,MID,Sheffield United,1,Leeds,4.7,FALSE,2021,30,Osborn
Harry Winks,0.963318,MID,Tottenham Hotspur,1,Newcastle United,5.1,FALSE,2021,30,Winks
Jake Livermore,0.9573466,MID,West Bromwich Albion,1,Chelsea,4.7,FALSE,2021,30,Livermore
Steven Alzate,0.94185317,MID,Brighton and Hove Albion,1,Manchester United,4.2,FALSE,2021,30,Alzate
Donny van de Beek,0.9301102,MID,Manchester United,1,Brighton and Hove Albion,6.6,TRUE,2021,30,van de Beek
James McCarthy,0.9222532,MID,Crystal Palace,0.5,Everton,4.3,FALSE,2021,30,McCarthy
Jack Cork,0.9036746,MID,Burnley,0.5,Southampton,5,FALSE,2021,30,Cork
Caleb Watts,0.8810399,MID,Southampton,1,Burnley,4.5,TRUE,2021,30,Watts
Alexis Mac Allister,0.8738754,MID,Brighton and Hove Albion,1,Manchester United,5.3,FALSE,2021,30,Mac Allister
Conor Gallagher,0.48922572,MID,West Bromwich Albion,0,Chelsea,5.5,FALSE,2021,30,Gallagher
Solomon March,0.104677595,MID,Brighton and Hove Albion,0,Manchester United,5,FALSE,2021,30,March
Aaron Mooy,0.09525552,MID,Brighton and Hove Albion,0,Manchester United,5,FALSE,2021,30,Mooy
Jordan Henderson,0.083567984,MID,Liverpool,0,Arsenal,5.4,FALSE,2021,30,Henderson
Steven Bergwijn,0.026809476,MID,Tottenham Hotspur,1,Newcastle United,7,FALSE,2021,30,Bergwijn
Conor Hourihane,0.011402631,MID,Aston Villa,0,Fulham,5.9,TRUE,2021,30,Hourihane
Matthew Longstaff,0.008987635,MID,Newcastle United,1,Tottenham Hotspur,4.8,TRUE,2021,30,Matty Longstaff
Romaine Sawyers,0.008136929,MID,West Bromwich Albion,1,Chelsea,4.6,FALSE,2021,30,Sawyers
Sam Field,0.005799147,MID,West Bromwich Albion,0,Chelsea,4.8,FALSE,2021,30,Field
Aboubakar Kamara,0.005799147,MID,Fulham,0,Aston Villa,4.8,FALSE,2021,30,Kamara
Giovani Lo Celso,0.005799147,MID,Tottenham Hotspur,1,Newcastle United,6.9,FALSE,2021,30,Lo Celso
Harry Wilson,0.005799147,MID,Liverpool,0,Arsenal,5.1,FALSE,2021,30,Harry Wilson
Max Meyer,0.005799147,MID,Crystal Palace,0,Everton,4.7,FALSE,2021,30,Meyer
Sander Berge,0.005799147,MID,Sheffield United,0,Leeds,4.9,FALSE,2021,30,Berge
Dennis Praet,0.005494718,MID,Leicester City,1,Manchester City,5.2,TRUE,2021,30,Praet
Adam Forshaw,0.005494718,MID,Leeds,0,Sheffield United,4.8,TRUE,2021,30,Forshaw
Reiss Nelson,0.005494718,MID,Arsenal,1,Liverpool,5.1,TRUE,2021,30,Nelson
Andreas Pereira,0.005494718,MID,Manchester United,0,Brighton and Hove Albion,4.8,TRUE,2021,30,Pereira
Kevin McDonald,0.002730467,MID,Fulham,0,Aston Villa,4.7,FALSE,2021,30,McDonald
Matty James,0.002426039,MID,Leicester City,0,Manchester City,4.3,TRUE,2021,30,James
Henri Lansbury,-0.002639981,MID,Aston Villa,0,Fulham,4.3,TRUE,2021,30,Lansbury
Erik Lamela,-0.003657397,MID,Tottenham Hotspur,0,Newcastle United,5.7,FALSE,2021,30,Lamela
Kamil Grosicki,-0.00402716,MID,West Bromwich Albion,1,Chelsea,5.2,FALSE,2021,30,Grosicki
