FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Pascal,Gro?,MID,BHA,5800000,3,49,3.1,5.3448275862069E-07,8.44827586206897E-06,0,106752,1,12,0,0,0,2,0,8.4,1566,-2,0,49,2,0.3,0,1.5,6,0,3,0,2,0.3,109384,0,-1,0,0,893,26,0,0,204,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,2,2,3.3,2,2.5,3.4,2,2.5,3,2.5,2.4,2.7,3.9,2.3,2.7,2.4,2,2.8,79.8
Jay-Roy,Grot,MID,LEE,4700000,0,0,0,0,0,0,3447,0,0,0,0,0,0,0,0,22,-3,0,0,3,0,0,0,0,0,0,0,0,0,1184,0,-1,0,0,0,16,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente,Guaita,GLK,CRY,4800000,2,64,3.2,6.66666666666667E-07,1.33333333333333E-05,0,415940,2,36,0,61,0,0,0,13.3,4923,-2,0,64,2,1,0,4.8,9,0,3,0,0,3.2,423725,0,-1,1,3,1800,5162,0,0,337,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,4.4,2.3,2.7,3.4,2.9,4,2.8,3.8,3.7,2.7,3.1,2.1,3.1,4.7,2.7,3.8,3.7,3.4,44.7
Johann Berg,Gudmundsson,MID,BUR,5400000,1,14,0.736842105263158,1.364522417154E-07,2.59259259259259E-06,0,14772,0,5,0,0,0,0,0,2.6,32,-1,0,14,1,0.2,0,1.2,0,0,2,0,0,0,10684,0,-1,0,0,429,8,0,0,41,Chelsea,Man City,Brighton,Crystal Palace,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.3
Matteo,Guendouzi,MID,ARS,4700000,0,0,0,0,0,0,12985,0,0,0,0,0,0,0,0,10,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,2725,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,Guilbert,DEF,AVL,4300000,0,0,0,0,0,0,9226,0,0,0,0,0,0,0,0,73,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2022,0,-1,0,0,0,37,0,0,0,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilkay,Gundogan,MID,MCI,5700000,14,80,5.7,1E-06,1.40350877192982E-05,0,138052,0,3,0,0,0,7,0,14,6873,2,-1,80,-2,1.5,0,8.8,12,0,8,0,0,14.5,1225266,0,-1,0,4,1035,388909,1,0,303,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,8.1,7.1,4.6,6,6.2,6.7,5.6,6.4,7.5,5.8,6.6,5.2,0,5,7.1,6.6,6.7,6.7,101.1
Angus,Gunn,GLK,SOU,4300000,0,0,0,0,0,0,18041,0,0,0,0,0,0,0,0,51,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2885,0,-1,0,0,0,0,0,0,0,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antwoine,Hackford,FWD,SHU,4500000,0,1,0.05,1.11111111111111E-08,2.22222222222222E-07,0,2696,0,0,0,0,0,0,0,0.2,217,0,0,1,0,0,0,0.2,0,0,0,0,0,0,4857,0,-1,0,0,10,270,0,0,3,Man City,West Brom,Chelsea,West Ham,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Sebastien,Haller,FWD,WHU,6100000,0,41,2.6,4.26229508196721E-07,6.72131147540984E-06,0,91220,0,12,0,0,0,3,0,6.7,462,-4,0,41,4,0,0,0.2,4,0,3,0,0,0.3,60525,0,-1,0,0,932,0,0,0,113,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2
Rekeem,Harper,MID,WBA,4300000,0,2,1,2.32558139534884E-07,4.65116279069767E-07,0,73041,0,2,0,0,0,0,0,0.5,2730,-2,0,2,2,0,0,0.2,0,0,0,0,0,0.5,66429,0,-1,0,0,30,0,0,0,7,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Jack,Harrison,MID,LEE,5400000,7,76,4.2,7.77777777777778E-07,1.40740740740741E-05,0,446329,1,31,0,0,0,4,0,14.1,11561,-1,0,76,1,0.7,0,3.7,5,0,6,0,4,2.1,506926,0,-1,0,2,1489,2353,0,0,258,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,4.3,3.6,3.8,4.6,4.4,3.1,4.2,3.9,4.8,5.4,3.2,3.1,2.9,4.9,3.1,5.2,4.2,4.3,119.1
,Harry Wilson,MID,LIV,5100000,0,0,0,0,0,0,6102,0,0,0,0,0,0,0,0,6,-4,0,0,4,0,0,0,0,0,0,0,0,0,502,0,-1,0,0,0,0,0,0,0,West Ham,Brighton,Man City,Leicester,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,TOT,4300000,0,0,0,0,0,0,42870,0,0,0,0,0,0,0,0,261,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,11549,0,-1,0,0,0,130,0,0,0,Brighton,Chelsea,West Brom,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,Harwood-Bellis,DEF,MCI,4000000,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,-1,0,0,0,42,0,0,0,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kortney,Hause,DEF,AVL,4400000,0,28,1.55555555555556,3.53535353535354E-07,6.36363636363636E-06,0,54745,1,1,0,0,0,1,0,6.4,7558,-1,0,28,1,0,0,0,3,0,3,0,0,0.4,80210,0,-1,0,1,360,20,0,0,89,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,1.1,1,0.9,1,1.5,0.8,1,1.3,1.3,1.9,1.2,1,1.1,1.1,1,0.9,14.2
Kai,Havertz,MID,CHE,8200000,3,44,2.6,3.17073170731707E-07,5.36585365853659E-06,0,1273885,2,12,0,0,0,1,0,5.4,1840,-3,0,44,3,0.2,0,2,0,0,4,0,3,2.7,561203,0,-1,0,0,969,4161,0,0,156,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,2.5,1.8,2.9,2.4,1.7,1.5,1.9,2.1,1.3,2.3,1.5,2.1,1.8,2.2,1.3,1.7,1.6,1.6,54
Isaac,Hayden,MID,NEW,4700000,2,23,1.5,3.19148936170213E-07,4.8936170212766E-06,0,9100,6,22,0,0,0,0,0,4.9,129,-3,0,23,3,0.3,0,1.2,0,0,2,0,0,0.1,4776,0,-1,0,0,1180,22,0,0,114,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,0.9,0.8,0.9,0.8,0.8,0.9,1,0.8,0.9,0.8,1,0.8,0.8,0.8,0.8,0.8,1.4,0.8,30.8
Tom,Heaton,GLK,AVL,4500000,0,0,0,0,0,0,5004,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3790,0,-1,0,0,0,121,0,0,0,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Hector,DEF,FUL,4200000,0,0,0,0,0,0,22348,2,10,0,0,0,0,0,0,127,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,7413,0,-1,0,0,262,52,0,0,32,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
,Hegazi,DEF,WBA,4100000,0,6,6,1.46341463414634E-06,1.46341463414634E-06,0,86283,0,0,0,0,0,0,0,1.5,74,-4,0,6,4,0,0,0,0,0,1,0,0,0.1,13027,0,-1,0,0,90,0,0,0,24,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dean,Henderson,GLK,MUN,5200000,0,5,0.25,4.80769230769231E-08,9.61538461538461E-07,0,137200,1,3,0,11,0,0,0,1,519,-3,0,5,3,0,0,0,0,0,0,0,0,1.3,16058,0,-1,0,0,225,81,0,0,38,Arsenal,Southampton,Everton,West Brom,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.5
Jordan,Henderson,MID,LIV,5400000,2,47,2.35,4.35185185185185E-07,8.7037037037037E-06,0,248260,0,13,0,0,0,1,0,8.7,5874,-1,0,47,1,0.4,0,2,2,0,4,0,2,1.3,135753,0,-1,0,0,1315,303,0,0,264,West Ham,Brighton,Man City,Leicester,Everton,1.5,1.8,1.4,1.5,1.7,2.4,1.9,1.5,1.8,1.6,1.4,1.8,2.1,1.4,2,2,2,1.8,58.3
Stephen,Henderson,GLK,CRY,4000000,0,0,0,0,0,0,22566,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0.5,54778,0,-1,0,0,0,472,0,0,0,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff,Hendrick,MID,NEW,4600000,2,45,3.2,6.95652173913044E-07,9.78260869565217E-06,0,528175,0,17,0,0,0,2,0,9.8,5609,-4,0,45,4,0.3,0,1.2,3,0,2,0,1,1.7,533432,0,-1,0,1,1103,644,0,0,161,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,3,2.9,3.2,2.6,2.4,3.2,3.3,2.3,3,2.3,3.2,2.7,1.9,2.5,2.5,2.4,4.1,2.9,33.1
Wayne,Hennessey,GLK,CRY,4300000,0,0,0,0,0,0,44340,0,0,0,0,0,0,0,0,173,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,6773,0,-1,0,0,0,52,0,0,0,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hernandez,MID,LEE,5700000,0,17,0.894736842105263,1.56971375807941E-07,2.98245614035088E-06,0,127047,0,5,0,0,0,0,0,3,275,-3,0,17,3,0.1,0,0.7,0,0,0,0,2,0.3,21544,0,-1,0,0,260,58,0,0,66,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,22.4
Ki-Jana,Hoever,DEF,WOL,4400000,1,5,0.25,5.68181818181818E-08,1.13636363636364E-06,0,4015,1,3,0,0,0,0,0,1.1,67,-1,0,5,1,0,0,0.2,0,0,0,0,0,0,4677,0,-1,0,0,190,60,0,0,26,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.2
Pierre-Emile,H?jbjerg,MID,TOT,4900000,7,51,2.7,5.51020408163265E-07,1.04081632653061E-05,0,136352,4,20,0,0,0,1,0,10.4,2136,-1,0,51,1,0.8,0,3.8,0,0,6,0,2,0.8,112764,0,-1,0,0,1710,2182,0,0,276,Brighton,Chelsea,West Brom,Man City,West Ham,2.6,2,2.2,1.5,2.1,2.4,1.9,2.3,2.2,2.5,1.4,2.6,0,3,2.5,2.1,1.5,2.1,62.4
Rob,Holding,DEF,ARS,4500000,2,60,3.5,7.77777777777778E-07,1.33333333333333E-05,0,370225,2,15,0,0,0,0,0,13.3,16444,0,0,60,0,1.3,0,6,4,0,7,0,1,5,636557,1,-1,0,1,1485,22461,0,0,316,Man Utd,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,3.7,4.6,4.4,2.7,4.7,4.1,3.8,2.8,4.4,4.2,3.7,4,2.6,3.3,3.8,3.4,4,3.1,45.1
Mason,Holgate,DEF,EVE,4800000,2,36,2,4.16666666666667E-07,7.5E-06,0,97459,3,8,0,0,0,1,0,7.5,3628,-2,0,36,2,0.4,0,1.7,4,0,3,0,0,1,160298,0,-1,0,1,790,1340,0,0,169,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,1.2,1.6,2.2,1.7,2,1.2,1.4,1.3,2.1,1.8,1.7,1.1,2.1,1.6,2,1.4,2,2.6,32.2
Conor,Hourihane,MID,AVL,5900000,0,20,5,8.47457627118644E-07,3.38983050847458E-06,0,26357,0,2,0,0,0,1,0,3.4,158,-1,0,20,1,0,0,0,3,0,2,0,1,0.1,23841,0,-1,0,1,225,0,0,0,70,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2
Callum,Hudson-Odoi,MID,CHE,5700000,3,31,1.55,2.71929824561404E-07,5.43859649122807E-06,0,59577,0,4,0,0,0,2,0,5.4,1125,-3,0,31,3,0.6,0,3.2,1,0,2,0,1,0.3,44665,0,-1,0,0,501,3102,0,0,132,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,1.1,0.8,1.3,1.1,0.8,0.8,0.8,0.9,0.8,1,0.8,0.9,0.8,1,0.8,0.8,0.8,0.8,53
Niall,Huggins,FWD,LEE,4500000,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,2986,0,-1,0,0,0,322,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Hugill,FWD,WHU,5500000,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,-1,0,0,0,0,0,0,0,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odion,Ighalo,FWD,MUN,6100000,0,1,1,1.63934426229508E-07,1.63934426229508E-07,0,23169,0,1,0,0,0,0,0,0.2,167,-4,0,1,4,0,0,0,0,0,0,0,0,0.2,7620,0,-1,0,0,9,16,0,0,1,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Kelechi,Iheanacho,FWD,LEI,5600000,0,10,1,1.78571428571429E-07,1.78571428571429E-06,0,51412,0,2,0,0,0,0,0,1.8,1085,-4,0,10,4,0.1,1,0.5,0,0,1,0,0,0.3,22802,0,-1,0,0,235,1170,0,0,19,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.6,0.5,0.5,22.8
Danny,Ings,FWD,SOU,8400000,2,75,5.4,6.42857142857143E-07,8.92857142857143E-06,0,2458611,1,15,0,0,0,7,0,8.9,14060,-1,-1,75,1,0.4,0,3.7,13,0,6,0,3,8.3,1405779,0,-1,0,1,1128,71343,1,0,286,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,6.2,6.6,6.6,7.1,6.5,6.5,6.6,7.3,6.2,6.7,7,8,0,6.6,6.1,7.5,6.6,5.3,100.7
Ryan,Inniss,DEF,CRY,4000000,0,0,0,0,0,0,6191,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4884,0,-1,0,0,0,0,0,0,0,Wolverhampton,Newcastle,Leeds United F.C.,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,WBA,4500000,0,18,0.9,2E-07,4E-06,0,17084,2,18,0,0,0,0,0,4,218,0,0,18,0,0,0,0,0,0,2,0,0,0.1,18848,0,-1,0,0,741,54,0,0,113,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.5,0.5,0.4,18.8
Alex,Iwobi,MID,EVE,5900000,1,44,2.44444444444444,4.14312617702448E-07,7.45762711864407E-06,0,33069,0,11,0,0,0,1,0,7.5,1020,-1,0,44,1,0.5,0,3,1,0,4,0,3,0.3,31094,0,-1,0,1,875,281,0,0,181,Newcastle,Leeds United F.C.,Man Utd,Fulham,Liverpool,2,2.2,1.8,1.8,1.4,1.8,1.9,2,2.5,1.6,2.2,1.2,2,1.2,1.8,2.6,1.8,1.3,56.3
Jose,Izquierdo,MID,BHA,5500000,0,0,0,0,0,0,10110,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10153,0,-1,0,0,0,18,0,0,0,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jack Robinson,DEF,SHU,4200000,0,13,0.65,1.54761904761905E-07,3.0952380952381E-06,0,17714,2,10,0,0,0,0,0,3.1,156,-3,0,13,3,0,0,0,0,0,0,0,1,0.1,9815,0,-1,0,0,605,6,0,0,70,Man City,West Brom,Chelsea,West Ham,Fulham,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.4
Phil,Jagielka,DEF,SHU,3900000,2,3,0.15,3.84615384615385E-08,7.69230769230769E-07,0,46608,1,7,0,0,0,0,0,0.8,685,-1,0,3,1,0.2,0,0.8,0,0,0,0,0,0.5,61899,0,-1,0,0,232,1139,0,0,29,Man City,West Brom,Chelsea,West Ham,Fulham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Alireza,Jahanbakhsh,MID,BHA,5400000,0,13,0.65,1.2037037037037E-07,2.40740740740741E-06,0,4495,2,6,0,0,0,0,0,2.4,49,-1,0,13,1,0,0,0,0,0,0,0,1,0,1820,0,-1,0,0,249,8,0,0,62,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,28.8
Daniel,James,MID,MUN,6200000,0,11,0.55,8.87096774193548E-08,1.7741935483871E-06,0,29252,2,5,0,0,0,1,0,1.8,210,-3,0,11,3,0,0,0.2,0,0,0,0,0,0.2,12279,0,-1,0,0,323,51,0,0,43,Arsenal,Southampton,Everton,West Brom,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.2
Matty,James,MID,LEI,4300000,0,0,0,0,0,0,55039,0,0,0,0,0,0,0,0,297,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,29808,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,James,DEF,CHE,5100000,0,56,4,7.84313725490196E-07,1.09803921568627E-05,0,2008059,3,17,0,0,0,1,0,11,21469,1,0,56,-1,0,0,0.2,9,0,4,0,2,6.7,1895641,0,-1,0,2,1173,3902,0,0,283,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,4.4,4.3,4.2,4.1,3.4,4.9,3.6,4.2,5,5,4.5,4.2,4.9,5.2,5,4.8,4.3,4.9,80.9
Alexandre,Jankewitz,MID,SOU,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,-1,0,0,0,14,0,0,0,Aston Villa,Man Utd,Newcastle,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Jenkins,MID,LEE,4500000,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,-1,0,0,0,17,0,0,0,Leicester,Everton,Crystal Palace,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy,Jenks,MID,BHA,4500000,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,-1,0,0,0,11,0,0,0,Tottenham,Liverpool,Burnley,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jesus,FWD,MCI,9100000,1,36,3.3,3.62637362637363E-07,3.95604395604396E-06,0,481091,1,5,0,0,0,2,0,4,17595,-4,0,36,4,0.2,0,1.6,4,0,4,0,2,2.2,495199,0,-1,0,0,804,18943,0,0,114,Sheffield United,Burnley,Liverpool,Tottenham,Arsenal,4.2,2.7,2.9,3.1,2.9,3.1,3.3,3.2,3.6,3.1,3.2,2.6,0,3.5,3.2,3.5,3.4,3.2,54.8
Raul,Jimenez,FWD,WOL,8200000,0,43,4.3,5.24390243902439E-07,5.24390243902439E-06,0,2193064,0,10,0,0,0,4,0,5.2,1884,-3,0,43,3,0,0,0,7,0,4,0,1,4.9,1158090,1,-1,0,0,824,75,0,0,148,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,5.3,4,5.3,3.3,4.5,4.9,5.9,4.8,5.6,5.3,4.6,4.8,4.7,55
,Joelinton,FWD,NEW,5700000,0,38,2.4,4.21052631578947E-07,6.66666666666667E-06,0,91766,2,18,0,0,0,1,0,6.7,2962,-3,0,38,3,0.2,0,1,2,0,2,0,2,0.5,90028,0,-1,0,1,1038,222,0,0,132,Everton,Crystal Palace,Southampton,Chelsea,Man Utd,2.1,2.9,2.1,1.6,2.1,2.1,2.5,1.7,2.3,1.8,1.8,1.8,1.9,1.7,2,1.8,2.6,2.1,52.6
Stefan,Johansen,MID,FUL,4700000,0,0,0,0,0,0,3322,0,0,0,0,0,0,0,0,11,-3,0,0,3,0,0,0,0,0,0,0,0,0,438,0,-1,0,0,0,0,0,0,0,West Brom,Leicester,West Ham,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Johnson,DEF,WHU,3900000,0,10,0.5,1.28205128205128E-07,2.56410256410256E-06,0,255762,0,2,0,0,0,1,0,2.6,7444,-1,0,10,1,0,0,0,0,0,0,0,0,2.9,271474,0,-1,0,0,141,735,0,0,32,Liverpool,Aston Villa,Fulham,Sheffield United,Tottenham,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.5
Sam,Johnstone,GLK,WBA,4500000,0,56,2.9,6.44444444444444E-07,1.24444444444444E-05,0,186514,0,46,0,80,0,0,0,12.4,5413,0,0,56,0,0.2,0,1,7,0,2,0,0,2.8,331809,0,-1,0,1,1710,4178,0,0,357,Fulham,Sheffield United,Tottenham,Man Utd,Burnley,3.2,2.7,2.8,2.9,2.8,2.4,2.3,3,2,2.4,2.4,3.1,3.3,3.6,3.5,3.3,3.1,2.7,58
Curtis,Jones,MID,LIV,4400000,1,22,1.1,2.5E-07,5E-06,0,161750,1,8,0,0,0,0,0,5,8427,-1,0,22,1,0.2,0,1,0,0,3,0,0,1.1,196798,0,-1,0,0,694,646,0,0,94,West Ham,Brighton,Man City,Leicester,Everton,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,40.5
Phil,Jones,DEF,MUN,4800000,0,0,0,0,0,0,4691,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,538,0,-1,0,0,0,0,0,0,0,Arsenal,Southampton,Everton,West Brom,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jonny,DEF,WOL,5400000,0,0,0,0,0,0,2736,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,847,0,-1,0,0,0,28,0,0,0,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jordao,MID,WOL,4300000,0,0,0,0,0,0,45726,0,0,0,0,0,0,0,0,351,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,16714,0,-1,0,0,0,0,0,0,0,Crystal Palace,Arsenal,Leicester,Southampton,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jorginho,MID,CHE,4700000,3,47,2.35,5E-07,1E-05,0,1313914,0,8,0,0,0,3,0,10,7812,-3,0,47,3,0.3,2,1.5,4,0,5,0,2,3.8,1278409,0,-1,0,2,790,1733,0,0,189,Burnley,Tottenham,Sheffield United,Newcastle,Southampton,2.2,1.6,2.5,2.1,1.5,1.2,1.6,1.8,1.2,2,1.3,1.8,1.5,1.9,1.2,1.5,1.3,1.3,47
,Jota,MID,AVL,5900000,0,0,0,0,0,0,7657,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,1439,0,-1,0,0,0,0,0,0,0,Southampton,West Ham,Arsenal,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diogo,Jota,MID,LIV,6600000,0,47,2.35,3.56060606060606E-07,7.12121212121212E-06,0,2607197,0,11,0,0,0,5,0,7.1,3722,1,0,47,-1,0,0,0,7,0,1,0,0,2.5,2471767,0,-1,0,0,499,432,0,0,138,West Ham,Brighton,Man City,Leicester,Everton,0,1.8,1.4,1.5,1.7,2.4,1.9,1.5,1.8,1.6,1.4,1.8,2.1,1.4,2,2,2,1.8,56
James,Justin,DEF,LEI,5000000,1,76,3.8,7.6E-07,1.52E-05,0,1377575,4,22,0,0,0,1,0,15.2,22721,5,0,76,-5,0.8,0,4,7,0,7,0,2,26.3,2461481,0,-1,0,2,1800,54997,0,0,367,Leeds United F.C.,Fulham,Wolverhampton,Liverpool,Aston Villa,3.1,5,5.1,4.8,4.9,4.1,4.4,3.8,4.2,5.1,4.9,4.3,4.6,3.4,3.4,5.2,3.8,3.2,79.6
